LABTY,LABTY_OLD,LABTX,AFLAG,LABIE,LABIV,LABIM,RL1IE,RL2IE,RL3IE,RL4IE,RL5IE,RL1IV,RL2IV,RL3IV,RL4IV,RL5IV,DBPTL,DPATH_OLD,UPATH,HTXIV,HLPTX,ISDEL,CRTBY,CRTDT,CRTTM,CHNBY,CHNDT,CHNTM,MAXLT,PLCHD,UNQID,DBPCL
INCPR_MOTOR_T3_COL3,INCPR_PSNGR_contactno,Employee ID,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_PSNGR,PeopleInvolved,VehicleDetails/PassengerDetails/T3LB3,1,,0,S0025570616,11.02.2025,06:57:57,DB_SLS1128,12.03.2025,02:27:30,30,Maximum character limit is 30,413,T3LB3
MOTOR_T3_COL3,PSNGR_contactno,Employee ID,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_PSNGR,PeopleInvolved,VehicleDetails/PassengerDetails/T3LB3,1,,0,S0025570616,11.02.2025,06:50:52,DB_SLS1128,12.03.2025,02:27:30,30,Maximum character limit is 30,358,T3LB3
INCPR_MOTOR_T3_COL4,INCPR_PSNGR_email,Contact Number,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_PSNGR,PeopleInvolved,VehicleDetails/PassengerDetails/T3LB4,1,,0,S0025570616,11.02.2025,06:57:57,DB_SLS1128,12.03.2025,02:28:29,20,Maximum character limit is 20,414,T3LB4
MOTOR_T3_COL4,PSNGR_email,Contact Number,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_PSNGR,PeopleInvolved,VehicleDetails/PassengerDetails/T3LB4,1,,0,S0025570616,11.02.2025,06:50:52,DB_SLS1128,12.03.2025,02:28:29,20,Maximum character limit is 20,359,T3LB4
INCPR_WORKLIST_SELECT_INCIDENT_LABEL,INCPR_inctype,Select Incident Type,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_INCTP,None,{worklistView>/INCTY},1,,0,S0025570616,10.02.2025,10:48:55,DB_SLS1128,12.03.2025,09:39:48,50,Select Incident Type,189,INCTY
WORKLIST_SELECT_INCIDENT_LABEL,inctype,Select Incident Type,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_INCTP,None,{worklistView>/INCTY},1,,0,S0025570616,10.02.2025,10:46:00,DB_SLS1128,12.03.2025,09:39:48,50,Select Incident Type,162,INCTY
INCPR_WRKLST_TABLE_COL1,WLTBL_Incident#,Incident Number,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,{INCNM},1,,0,S0025570616,11.02.2025,14:50:31,DB_SLS1128,12.03.2025,10:02:24,,,918,
INCPR_WRKLST_TABLE_COL3,WLTBL_ReportedBy,Reported By,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,{REPBY},1,,0,S0025570616,11.02.2025,14:50:31,DB_SLS1128,12.03.2025,10:03:05,,,920,
INCPR_WRKLST_TABLE_COL4,WLTBL_manager,Reporting Manager,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,{MGRNM},1,,0,S0025570616,11.02.2025,14:50:31,DB_SLS1128,12.03.2025,10:03:14,,,921,
INCPR_WRKLST_TABLE_COL5,WLTBL_AssignIncidentTo,Assign Incident To,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,{INCAT},1,,0,S0025570616,11.02.2025,14:50:31,DB_SLS1128,12.03.2025,10:03:30,,,922,
INCPR_WRKLST_TABLE_COL6,WLTBL_IncidentLocation,Incident Location,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,{T1LB5TXT},1,,0,S0025570616,11.02.2025,14:50:31,DB_SLS1128,12.03.2025,10:03:38,,,923,
INCPR_WRKLST_TABLE_COL7,WLTBL_inctype,Incident Type,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,{INCTYTXT},1,,0,S0025570616,11.02.2025,14:50:31,DB_SLS1128,12.03.2025,10:03:52,,,924,
INCPR_WRKLST_TABLE_COL8,WLTBL_DateIncident,Date of Incident,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,T1LB1,1,,0,S0025570616,11.02.2025,14:50:31,DB_SLS1128,12.03.2025,10:04:16,,,925,
INCPR_WRKLST_TABLE_COL9,WLTBL_increptdate,Date of Incident Reporting,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,T1LB3,1,,0,S0025570616,11.02.2025,14:50:31,DB_SLS1128,12.03.2025,10:04:24,,,926,
INCPR_WRKLST_TABLE_COL10,WLTBL_IncidentStatus,Incident Status,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,INCST,1,,0,S0025570616,11.02.2025,14:50:31,DB_SLS1128,12.03.2025,10:04:44,,,927,
INCPR_WRKLST_TABLE_COL12,WLTBL_inccountry,Incident Country,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,T1LB8TXT,1,,0,S0025570616,11.02.2025,14:50:31,DB_SLS1128,12.03.2025,10:05:06,,,929,
INCPR_ADDNOTES_T1_LABEL1,FNOTE_NotesBy,Notes By,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NOTES,NOTESBY,{objectView>/Notes/T1LB1},1,,0,DB_SLS1128,25.02.2025,10:50:27,DB_SLS1128,12.03.2025,10:08:29,30,Maximum character limit is 30,1267,CRTBY
INCPR_ADDNOTES_T1_LABEL2,FNOTE_SubmissionDate,Submission Date,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NOTES,NOTDT,{objectView>/Notes/T1LB2},1,,0,DB_SLS1128,25.02.2025,10:50:27,DB_SLS1128,12.03.2025,10:08:42,,,1268,CRTDT
INCPR_ADDNOTES_T1_LABEL3,FNOTE_privacysetting,Privacy,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NOTES,PRIST,{objectView>/Notes/T1LB3},1,,0,DB_SLS1128,25.02.2025,10:50:27,DB_SLS1128,12.03.2025,10:08:54,50,,1269,T1LB3
INCPR_ADDNOTES_T1_LABEL5,FNOTE_Notes,Notes,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NOTES,NOTES,{objectView>/Notes/T1LB5},1,,0,DB_SLS1128,25.02.2025,10:50:27,DB_SLS1128,12.03.2025,10:09:39,5000,Maximum character limit is 5000,1271,T1LB5
INCPR_ATTACHMENT_TAB_COL1,INCPR_filename,File Name,2,0,0,1,0,0,0,0,0,0,0,0,0,0,IN_T_ATACH_T1LB1,IN_T_ATACH_ATTNM,{ATTNM},1,,0,S0025570616,11.02.2025,11:22:32,DB_SLS1128,12.03.2025,10:22:05,,,864,T1LB1
INCPR_ATTACHMENT_TAB_COL2,INCPR_ATTACH_filetype,File Type,2,0,0,1,0,0,0,0,0,0,0,0,0,0,IN_T_ATACH_T1LB2,IN_T_ATACH_FILTY,{OBJID},1,,0,S0025570616,11.02.2025,11:22:32,DB_SLS1128,12.03.2025,10:22:14,,,865,
INCPR_ATTACHMENT_TAB_COL3,INCPR_ATTACH_updateby,Update By,2,0,0,1,0,0,0,0,0,0,0,0,0,0,IN_T_ATACH_T1LB3,IN_T_ATACH_UPDBY,{UPDBY},1,,0,S0025570616,11.02.2025,11:22:32,DB_SLS1128,12.03.2025,10:22:24,,,866,
INCPR_ATTACHMENT_TAB_COL4,INCPR_ATTACH_updatedate,Update Date,2,0,0,1,0,0,0,0,0,0,0,0,0,0,IN_T_ATACH_T1LB4,IN_T_ATACH_UPDDT,{UPDDT},1,,0,S0025570616,11.02.2025,11:22:32,DB_SLS1128,12.03.2025,10:22:32,,,867,
INCPR_ATTACHMENT_TAB_COL5,INCPR_ATTACH_privacysetting,Privacy Setting,2,0,0,1,0,0,0,0,0,0,0,0,0,0,IN_T_ATACH_T1LB5,IN_T_ATACH_PRIST,{PRIST},1,,0,S0025570616,11.02.2025,11:22:32,DB_SLS1128,12.03.2025,10:22:40,,,868,
INCPR_ATTACHMENT_TAB_COL6,INCPR_ATTACH_description,Description,2,0,0,1,0,0,0,0,0,0,0,0,0,0,IN_T_ATACH_T1LB6,IN_T_ATACH_DESCP,{DESCP},1,,0,S0025570616,11.02.2025,11:22:32,DB_SLS1128,12.03.2025,10:22:48,,,869,
INCPR_RTW_T1_COL1,GRTWF_Table_PlanType,Plan Type,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,PLNTY,RTWL1TXT,1,,0,DB_SLS1128,24.02.2025,13:43:10,DB_SLS1128,12.03.2025,10:26:25,50,Maximum character limit is 50,1098,
INCPR_RTW_T1_COL2,GRTWF_Table_StartDate,Start Date,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,STRDT,RTWL2,1,,0,DB_SLS1128,24.02.2025,13:43:10,DB_SLS1128,12.03.2025,10:26:49,50,Maximum character limit is 50,1099,
INCPR_RTW_T1_COL3,GRTWF_Table_EndDate,End Date,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,ENDDT,RTWL4,1,,0,DB_SLS1128,24.02.2025,13:43:10,DB_SLS1128,12.03.2025,10:27:01,50,Maximum character limit is 50,1100,
INCPR_RTW_T1_COL4,GRTWF_Table_CalendarDays,Calendar Days,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,CDAYS,CDAYS,1,,0,DB_SLS1128,24.02.2025,13:43:10,DB_SLS1128,12.03.2025,10:27:08,50,Maximum character limit is 50,1101,
INCPR_RTW_T1_COL7,GRTWF_Table_Comment,Comments,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,COMNT,COMNT,1,,0,DB_SLS1128,24.02.2025,13:43:10,DB_SLS1128,12.03.2025,10:29:06,50,Maximum character limit is 50,1104,
INCPR_RTW_T1_COL8,GRTWF_Table_EnteredBy,Created By,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,CRTBY,CRTBY,1,,0,DB_SLS1128,24.02.2025,13:43:10,DB_SLS1128,12.03.2025,10:29:20,50,Maximum character limit is 50,1105,
INJURY_BODYPART_COL2,natureofinjury,Nature of Injury,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_BDPRT,INC_T_WPIDT_NAINJ,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>WorkplaceInjury/BodyPart} - {BDCL2},1,,0,S0025570616,10.02.2025,13:35:28,DB_SLS1128,12.03.2025,10:39:41,,,241,BDCL2
INJURY_BODYPART_COL3,side,Side,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_BDPRT,INC_T_WPIDT_ISIDE,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>WorkplaceInjury/BodyPart} - {BDCL3},1,,0,S0025570616,10.02.2025,13:35:28,DB_SLS1128,12.03.2025,10:39:53,,,242,BDCL3
INJURY_BODYPART_COL4,bodypartdesc,Body Part Description,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_BDPRT,INC_T_WPIDT_BDPDS,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>WorkplaceInjury/BodyPart} - {BDCL4},1,,0,S0025570616,10.02.2025,13:35:28,DB_SLS1128,12.03.2025,10:40:05,1000,Maximum character limit is 1000,243,BDCL4
INCPR_BASIC_PEOPLEINVOLVED_LABEL1,role,Role,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_INVPL,INC_T_INVPL_ROLET,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB1},1,,0,S0025570616,10.02.2025,10:09:42,DB_SLS1128,12.03.2025,10:40:25,50,,134,PPLB1
INCPR_BASIC_PEOPLEINVOLVED_LABEL2,personorempname,Involved Person Name,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_INVPL,INC_T_INVPL_PERNM,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB2},1,,0,S0025570616,10.02.2025,10:09:42,DB_SLS1128,12.03.2025,10:40:44,250,Maximum character limit is 250,135,PPLB2
INCPR_BASIC_PEOPLEINVOLVED_LABEL3,empid,Employee ID,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_INVPL,INC_T_INVPL_EMPID,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB3},1,,0,S0025570616,10.02.2025,10:09:42,DB_SLS1128,12.03.2025,10:40:56,30,Maximum character limit is 30,136,PPLB3
INCPR_BASIC_PEOPLEINVOLVED_LABEL4,PPLIN_CUSTOM13,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_INVPL,INC_T_INVPL_CSTM1,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB4},1,,0,S0025570616,10.02.2025,10:09:42,DB_SLS1128,12.03.2025,10:41:04,1000,Maximum character limit is 1000,137,PPLB4
INCPR_BASIC_PEOPLEINVOLVED_LABEL5,PPLIN_CUSTOM14,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_INVPL,INC_T_INVPL_CSTM2,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB5},1,,0,S0025570616,10.02.2025,10:09:42,DB_SLS1128,12.03.2025,10:41:12,1000,Maximum character limit is 1000,138,PPLB5
INCPR_BASIC_PEOPLEINVOLVED_LABEL6,persontype,Person Type,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_IVPTY,INC_T_INVPL_INVTY,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB6},1,,0,S0025570616,10.02.2025,10:09:42,DB_SLS1128,12.03.2025,10:41:21,50,,142,PPLB6
INCPR_BASIC_PEOPLEINVOLVED_LABEL7,phoneNo,Phone No,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_INVPL,INC_T_INVPL_PHONE,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB7},1,,0,S0025570616,10.02.2025,10:09:42,DB_SLS1128,12.03.2025,10:41:30,50,Maximum character limit is 50,143,PPLB7
INCPR_BASIC_PEOPLEINVOLVED_LABEL8,PeopleInvolvedEmails,Email,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_INVPL,INC_T_INVPL_EMAIL,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB8},1,,0,S0025570616,10.02.2025,10:09:42,DB_SLS1128,12.03.2025,10:41:38,250,Maximum character limit is 250,144,PPLB8
INCPR_BASIC_PEOPLEINVOLVED_LABEL9,immedsup,Immediate supervisor,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_INVPL,INC_T_INVPL_SUPNM,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB9},1,,0,S0025570616,10.02.2025,10:09:42,DB_SLS1128,12.03.2025,10:41:47,250,Maximum character limit is 250,145,PPLB9
INCPR_BASIC_PEOPLEINVOLVED_LABEL10,PPLIN_CUSTOM15,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_INVPL,INC_T_INVPL_CSTM3,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB10},1,,0,S0025570616,10.02.2025,10:09:42,DB_SLS1128,12.03.2025,10:41:55,1000,Maximum character limit is 1000,146,PPLB10
INCPR_BASIC_PEOPLEINVOLVED_LABEL11,PPLIN_CUSTOM16,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_INVPL,INC_T_INVPL_CSTM4,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB11},1,,0,S0025570616,10.02.2025,10:09:42,DB_SLS1128,12.03.2025,10:42:03,1000,Maximum character limit is 1000,147,PPLB11
INCPR_FIRSTAID_T1_LABEL4,INCPR_treatmentrender,What was the treatment rendered?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FISAL,INC_T_FISAL_TRTRD,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>FirstAider/T1LB4},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:42:30,5000,Maximum character limit is 5000,259,T1LB3
INCPR_FIRSTAID_T1_LABEL1,INCPR_firstaidersname,First aiders name,2,1,0,1,1,1,1,1,1,0,0,0,0,0,Involved People/PPLB2,,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB2},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:42:38,50,Maximum character limit is 50,256,
INCPR_FIRSTAID_T1_LABEL2,INCPR_FIRAD_CUSTOM1,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FISAL,INC_T_FISAL_CSTM1,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>FirstAider/T1LB2},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:42:46,1000,Maximum character limit is 1000,257,T1LB1
INCPR_FIRSTAID_T1_LABEL3,INCPR_FIRAD_CUSTOM2,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FISAL,INC_T_FISAL_CSTM2,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>FirstAider/T1LB3},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:42:58,1000,Maximum character limit is 1000,258,T1LB2
INCPR_FIRSTAID_T1_LABEL5,INCPR_arrangmentforinjure,Please describe what happened and what is the arrangement made for the ill/injured person?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FISAL,INC_T_FISAL_ARRAG,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>FirstAider/T1LB5},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:43:20,5000,Maximum character limit is 5000,260,T1LB4
INCPR_FIRSTAID_T1_LABEL6,INCPR_FIRAD_CUSTOM3,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FISAL,INC_T_FISAL_CSTM3,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>FirstAider/T1LB6},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:43:29,5000,Maximum character limit is 5000,261,T1LB5
INCPR_INJPR_PEOPLEINVOLVED_LABEL1,Injury PeopleInvovled,Custom1,2,1,0,1,1,1,1,1,1,0,0,0,0,0,None,None,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB2},1,,0,DB_SLS1128,27.02.2025,06:17:31,DB_SLS1128,12.03.2025,10:43:49,50,Maximum character limit is 50,1341,
INCPR_INJPR_PEOPLEINVOLVED_LABEL2,Injury PeopleInvovled,Custom2,2,1,0,1,1,1,1,1,1,0,0,0,0,0,None,None,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB3},1,,0,DB_SLS1128,27.02.2025,06:17:31,DB_SLS1128,12.03.2025,10:43:58,50,Maximum character limit is 50,1342,
INCPR_INJPR_PEOPLEINVOLVED_LABEL3,Injury PeopleInvovled,Custom3,2,1,0,1,1,1,1,1,1,0,0,0,0,0,None,None,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB8},1,,0,DB_SLS1128,27.02.2025,06:17:31,DB_SLS1128,12.03.2025,10:44:07,50,Maximum character limit is 50,1343,
INCPR_INJPR_PEOPLEINVOLVED_LABEL4,Injury PeopleInvovled,Custom4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB4},1,,0,DB_SLS1128,27.02.2025,06:17:31,DB_SLS1128,12.03.2025,10:44:17,50,Maximum character limit is 50,1344,
INCPR_INJPR_PEOPLEINVOLVED_LABEL5,Injury PeopleInvovled,Custom5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB5},1,,0,DB_SLS1128,27.02.2025,06:17:31,DB_SLS1128,12.03.2025,10:44:26,50,Maximum character limit is 50,1345,
INCPR_INJPR_PEOPLEINVOLVED_LABEL6,Injury PeopleInvovled,Custom6,2,1,0,1,1,1,1,1,1,0,0,0,0,0,None,None,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB13},1,,0,DB_SLS1128,27.02.2025,06:17:31,DB_SLS1128,12.03.2025,10:44:34,50,Maximum character limit is 50,1346,
INCPR_INJPR_PEOPLEINVOLVED_LABEL7,Injury PeopleInvovled,Custom7,2,1,0,1,1,1,1,1,1,0,0,0,0,0,None,None,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB14},1,,0,DB_SLS1128,27.02.2025,06:17:31,DB_SLS1128,12.03.2025,10:44:43,50,Maximum character limit is 50,1347,
INCPR_INJPR_PEOPLEINVOLVED_LABEL8,Injury PeopleInvovled,Custom8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB15},1,,0,DB_SLS1128,27.02.2025,06:17:31,DB_SLS1128,12.03.2025,10:44:52,50,Maximum character limit is 50,1348,
INCPR_INJPR_PEOPLEINVOLVED_LABEL9,Injury PeopleInvovled,Custom9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB10},1,,0,DB_SLS1128,27.02.2025,06:17:31,DB_SLS1128,12.03.2025,10:45:03,50,Maximum character limit is 50,1349,
INCPR_INJPR_PEOPLEINVOLVED_LABEL10,Injury PeopleInvovled,Custom10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>PPLB11},1,,0,DB_SLS1128,27.02.2025,06:17:31,DB_SLS1128,12.03.2025,10:45:13,50,Maximum character limit is 50,1350,
INCPR_INJURY_T1_LABEL1,INCPR_isItRecordable,Is It Recordable?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_ISREC,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>WorkplaceInjury/T1LB1},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:45:26,50,,264,T1LB1
INCPR_INJURY_T1_LABEL5,INCPR_isItReportable,Is It Reportable?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_ISREP,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>WorkplaceInjury/T1LB5},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:46:25,50,,268,T1LB5
INCPR_INJURY_T1_LABEL3,INCPR_INJPR_CUSTOM3,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_CSTM1,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>WorkplaceInjury/T1LB3},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:46:34,1000,Maximum character limit is 1000,266,T1LB3
INCPR_INJURY_T1_LABEL4,INCPR_INJPR_CUSTOM4,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_CSTM2,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>WorkplaceInjury/T1LB4},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:46:55,1000,Maximum character limit is 1000,267,T1LB4
INCPR_INJURY_T1_LABEL6,INCPR_takentomed,Was the injured taken to a medical facility?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_MEDFC,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>WorkplaceInjury/T1LB6},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:47:08,50,,269,T1LB6
INCPR_INJURY_T1_LABEL7,INCPR_facilityname,Facility name,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_FACNM,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>WorkplaceInjury/T1LB7},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:47:21,250,Maximum character limit is 250,270,T1LB7
INCPR_INJURY_T1_LABEL8,INCPR_doctorname,Doctor name,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_DOCNM,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>WorkplaceInjury/T1LB8},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:47:38,250,Maximum character limit is 250,271,T1LB8
INCPR_INJURY_T1_LABEL9,INCPR_INJPR_CUSTOM11,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_CSTM7,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>WorkplaceInjury/T1LB9},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:47:50,1000,Maximum character limit is 1000,272,T1LB9
INCPR_INJURY_T1_LABEL10,INCPR_INJPR_CUSTOM12,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_CSTM8,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>WorkplaceInjury/T1LB10},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:47:59,1000,Maximum character limit is 1000,273,T1LB10
INCPR_INJURY_T1_LABEL12,INCPR_INJPR_CUSTOM5,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_CSTM3,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>WorkplaceInjury/T1LB12},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:48:16,5000,Maximum character limit is 5000,275,T1LB12
INCPR_INJURY_BODYPART_COL2,INCPR_natureofinjury,Nature of Injury,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_BDPRT,INC_T_WPIDT_NAINJ,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>WorkplaceInjury/BodyPart} - {BDCL2},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:48:40,,,281,BDCL2
INCPR_INJURY_BODYPART_COL3,INCPR_side,Side,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_BDPRT,INC_T_WPIDT_ISIDE,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>WorkplaceInjury/BodyPart} - {BDCL3},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:48:48,,,282,BDCL3
INCPR_INJURY_BODYPART_COL4,INCPR_bodypartdesc,Body Part Description,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_BDPRT,INC_T_WPIDT_BDPDS,{objectView>/IncidentDetails/InvolvedPeople} - {objectView>WorkplaceInjury/BodyPart} - {BDCL4},1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,12.03.2025,10:48:58,1000,Maximum character limit is 1000,283,BDCL4
VIOLENCE_COMP_PEOPLEINVOLVED_LABEL1,Violenece Complainant People Involved,Custom 1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,None,None,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>PPLB2},1,,0,DB_SLS1128,27.02.2025,06:16:34,DB_SLS1128,12.03.2025,10:54:05,50,Maximum character limit is 50,1312,
VIOLENCE_COMP_PEOPLEINVOLVED_LABEL2,Violenece Complainant People Involved,Custom 2,1,1,0,1,1,1,1,1,1,0,0,0,0,0,None,None,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>PPLB3},1,,0,DB_SLS1128,27.02.2025,06:16:34,DB_SLS1128,12.03.2025,10:54:19,50,Maximum character limit is 50,1313,
VIOLENCE_COMP_PEOPLEINVOLVED_LABEL3,Violenece Complainant People Involved,Custom 3,1,1,0,1,1,1,1,1,1,0,0,0,0,0,None,None,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>PPLB8},1,,0,DB_SLS1128,27.02.2025,06:16:34,DB_SLS1128,12.03.2025,10:54:50,50,Maximum character limit is 50,1314,
