UNQID,TYVAL,TXVAL,COLID,TXDES,MODTY,ISDBL,ISEDT,ISADD,ISEMP,ISSFT,ISMGR,ISDEL,CRTBY,CRTDT,CRTTM,CHNBY,CHNDT,CHNTM,INCTY
537,Self Assessment,The last 6 months,2,Self Assessment,Incident,0,1,1,,,,0,DB_SLS1209,17.08.2023,08:17:51,DB_SLS1128,11.03.2025,12:22:45,
538,Self Assessment,Over a year ago,3,Self Assessment,Incident,0,1,1,,,,0,DB_SLS1209,17.08.2023,08:17:51,DB_SLS1128,11.03.2025,12:22:45,
539,Incident Status,Open ,1,Incident Status,Incident,0,1,1,,,,0,DB_SLS1209,17.08.2023,13:25:31,,,,
540,Incident Status,Investigation Inprogress,2,Incident Status,Incident,0,1,1,,,,1,DB_SLS1209,17.08.2023,13:25:31,,,,
541,Incident Status,Investigation Complete,3,Incident Status,Incident,0,1,1,,,,1,DB_SLS1209,17.08.2023,13:25:31,,,,
542,Incident Status,Closed,4,Incident Status,Incident,0,1,1,,,,0,DB_SLS1209,17.08.2023,13:25:31,,,,
543,Class,Class 1,1,Class,Incident,0,1,1,,,,0,DB_SLS1209,18.08.2023,07:31:09,DB_SLS1128,11.03.2025,12:29:35,
544,Class,Class 2,2,Class,Incident,0,1,1,,,,0,DB_SLS1209,18.08.2023,07:31:09,DB_SLS1128,11.03.2025,12:29:35,
545,Class,Class 3,3,Class,Incident,0,1,1,,,,0,DB_SLS1209,18.08.2023,07:31:09,DB_SLS1128,11.03.2025,12:29:35,
546,Endorsements,Endorsements 1,1,Endorsements,Incident,0,1,1,,,,0,DB_SLS1209,18.08.2023,07:31:09,DB_SLS1128,11.03.2025,12:48:33,
547,Endorsements,Endorsements 1,2,Endorsements,Incident,0,1,1,,,,0,DB_SLS1209,18.08.2023,07:31:09,DB_SLS1128,11.03.2025,12:48:33,
548,Endorsements,Endorsements 1,3,Endorsements,Incident,0,1,1,,,,0,DB_SLS1209,18.08.2023,07:31:09,DB_SLS1128,11.03.2025,12:48:33,
549,Endorsements,Endorsements 1,4,Endorsements,Incident,0,1,1,,,,0,DB_SLS1209,18.08.2023,07:31:09,DB_SLS1128,11.03.2025,12:48:33,
550,Restrictions,Restrictions 1,1,Restrictions,Incident,0,1,1,,,,0,DB_SLS1209,18.08.2023,07:31:09,S0025245782,04.07.2024,08:12:55,
551,Restrictions,Restrictions 2,2,Restrictions,Incident,0,1,1,,,,0,DB_SLS1209,18.08.2023,07:31:09,S0025245782,04.07.2024,08:12:55,
552,Restrictions,Restrictions 3,3,Restrictions,Incident,0,1,1,,,,0,DB_SLS1209,18.08.2023,07:31:09,S0025245782,04.07.2024,08:12:55,
553,Restrictions,Restrictions 4,4,Restrictions,Incident,0,1,1,,,,0,DB_SLS1209,18.08.2023,07:31:09,S0025245782,04.07.2024,08:12:55,
554,Operator,Hit,1,Operator,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:32:07,
555,Operator,Is Reporting,2,Operator,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:32:07,
556,Operator,Was Hit,3,Operator,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:32:07,
557,Operator,Was Involved,4,Operator,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:32:07,
558,Type of Damage,Animal Collision,1,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
559,Type of Damage,Any Angle Collision,2,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
560,Type of Damage,Backing Collision,3,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
561,Type of Damage,Damage While Parked,4,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
562,Type of Damage,Glass Damage,5,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
563,Type of Damage,Head On Collision,6,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
564,Type of Damage,Hit and Run,7,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
565,Type of Damage,Hit Parked Unit,8,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
566,Type of Damage,Rear End Collision,9,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
567,Type of Damage,Roll Over,10,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
568,Type of Damage,Run Off Road,11,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
569,Type of Damage,Sideswipe,12,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
570,Type of Damage,Struck Fixed Object,13,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
571,Type of Damage,Struck Utility Lines,14,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
572,Type of Damage,Theft,15,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
573,Type of Damage,Tire Damage,16,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
574,Type of Damage,Turning Movement,17,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
575,Type of Damage,Vandalism,18,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
576,Type of Damage,Other,19,Type of Damage,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:31:37,
577,Weather Condition,Clear,1,Weather Condition,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:55:04,
578,Weather Condition,Cloudy,2,Weather Condition,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:55:04,
579,Weather Condition,Fog Or Mist,3,Weather Condition,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:55:04,
580,Weather Condition,Rain,4,Weather Condition,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:55:04,
581,Weather Condition,Smoke Or Dust,5,Weather Condition,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:55:04,
582,Weather Condition,Snow Or Sleet,6,Weather Condition,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:55:04,
583,Road Type,Earth,2,Road Type,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:58:25,
584,Road Type,Gravel,4,Road Type,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:58:25,
585,Road Type,No Road,6,Road Type,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:58:25,
586,Road Type,Paved,8,Road Type,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:58:25,
587,Road Surface,Dry,1,Road Surface,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:58:51,
588,Road Surface,Icy,2,Road Surface,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:58:51,
589,Road Surface,Loose Sand Or Gravel,3,Road Surface,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:58:51,
590,Road Surface,Muddy,4,Road Surface,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:58:51,
591,Road Surface,Obstruction - Illuminated,5,Road Surface,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:58:51,
592,Road Surface,Obstruction - Not Illuminated,6,Road Surface,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:58:51,
593,Road Surface,Oily,7,Road Surface,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:58:51,
594,Road Surface,Snowy,8,Road Surface,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:58:52,
595,Road Surface,Wet,9,Road Surface,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:58:52,
596,Light Conditions,Dark - Road Lighted,1,Light Conditions,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:56:22,
597,Light Conditions,Dark - Road Not Lighted,2,Light Conditions,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:56:22,
598,Light Conditions,Dawn,3,Light Conditions,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:56:22,
599,Light Conditions,Day Light,4,Light Conditions,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:56:22,
600,Light Conditions,Dusk,5,Light Conditions,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:56:22,
601,Road Conditions,Defective,1,Road Conditions,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:59:25,
602,Road Conditions,Good,2,Road Conditions,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:59:25,
603,Road Conditions,Under Construction,3,Road Conditions,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:59:25,
604,Road Conditions,Under Repair,4,Road Conditions,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:59:25,
605,Direction Of Travel,Backing,1,Direction Of Travel,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:45:06,
606,Direction Of Travel,Changing Lanes,2,Direction Of Travel,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:45:06,
607,Direction Of Travel,Going Straight,3,Direction Of Travel,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:45:06,
608,Direction Of Travel,Making U Turn,4,Direction Of Travel,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:45:06,
609,Direction Of Travel,Parked Or Stopped,5,Direction Of Travel,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:45:06,
610,Direction Of Travel,Skidding Or Swerving,6,Direction Of Travel,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:45:06,
611,Direction Of Travel,Slowing Down / Stopping,7,Direction Of Travel,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:45:06,
612,Direction Of Travel,Turning Left,8,Direction Of Travel,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:45:06,
613,Direction Of Travel,Turning Right,9,Direction Of Travel,Incident,0,1,1,,,,0,DB_SLS1128,21.08.2023,13:10:08,DB_SLS1128,11.03.2025,12:45:06,
614,Role,Employee,1,Role,Incident,0,1,1,,,,0,DB_SLS1209,22.08.2023,07:37:09,DB_SLS1128,12.03.2025,10:40:25,
615,Role,Contractor,2,Role,Incident,0,1,1,,,,0,DB_SLS1209,22.08.2023,07:37:09,DB_SLS1128,12.03.2025,10:40:25,
616,Role,Non-Employee,3,Role,Incident,0,1,1,,,,0,DB_SLS1209,22.08.2023,07:37:09,DB_SLS1128,12.03.2025,10:40:25,
617,Person Type,Injured Party,1,Person Type,Incident,0,1,1,,,,0,DB_SLS1209,22.08.2023,07:37:09,DB_SLS1128,12.03.2025,10:41:21,2
618,Person Type,First Aider,2,Person Type,Incident,0,1,1,,,,0,DB_SLS1209,22.08.2023,07:37:09,DB_SLS1128,12.03.2025,10:41:21,2
619,Person Type,Witness,3,Person Type,Incident,0,1,1,,,,0,DB_SLS1209,22.08.2023,07:37:09,DB_SLS1128,12.03.2025,10:41:21,
620,Person Type,Driver/Operator,4,Person Type,Incident,0,1,1,,,,0,DB_SLS1209,22.08.2023,07:37:09,DB_SLS1128,12.03.2025,10:41:21,4
621,Person Type,Passenger,5,Person Type,Incident,0,1,1,,,,1,DB_SLS1209,22.08.2023,07:37:09,DB_SLS1128,12.03.2025,10:41:21,4
622,Person Type,Complainant,6,Person Type,Incident,0,1,1,,,,0,DB_SLS1209,22.08.2023,07:37:09,DB_SLS1128,12.03.2025,10:41:21,5
623,Person Type,Accused,7,Person Type,Incident,0,1,1,,,,0,DB_SLS1209,22.08.2023,07:37:09,DB_SLS1128,12.03.2025,10:41:21,5
624,Physical State,Solid,1,Physical State,Incident,0,1,1,,,,0,DB_SLS1209,24.08.2023,08:27:51,DB_SLS1128,11.03.2025,14:10:35,
625,Physical State,Liquid,2,Physical State,Incident,0,1,1,,,,0,DB_SLS1209,24.08.2023,08:27:51,DB_SLS1128,11.03.2025,14:10:35,
626,Physical State,Gas,3,Physical State,Incident,0,1,1,,,,0,DB_SLS1209,24.08.2023,08:27:51,DB_SLS1128,11.03.2025,14:10:35,
627,Physical State,Plasma,4,Physical State,Incident,0,1,1,,,,0,DB_SLS1209,24.08.2023,08:27:51,DB_SLS1128,11.03.2025,14:10:35,
628,Type of Hazardous Material,Other,6,Type of Hazardous Material,Incident,0,1,1,,,,0,DB_SLS1209,24.08.2023,11:19:55,DB_SLS1128,11.03.2025,14:35:15,
629,CA Type,Immediate,1,CA Type,Incident,0,1,1,,,,0,DB_SLS1209,25.08.2023,09:39:45,DB_SLS1128,11.03.2025,19:02:16,
630,CA Type,Long Term,2,CA Type,Incident,0,1,1,,,,0,DB_SLS1209,25.08.2023,09:39:45,DB_SLS1128,11.03.2025,19:02:16,
631,CA Category,Other Corrective Actions,1,CA Category,Incident,0,1,1,,,,0,DB_SLS1209,25.08.2023,09:39:45,DB_SLS1128,11.03.2025,19:01:48,
632,CA Category,Leadership and Admin,2,CA Category,Incident,0,1,1,,,,0,DB_SLS1209,25.08.2023,09:39:45,DB_SLS1128,11.03.2025,19:01:48,
633,CA Category,Planned Injection and Maintenance,3,CA Category,Incident,0,1,1,,,,0,DB_SLS1209,25.08.2023,09:39:45,DB_SLS1128,11.03.2025,19:01:48,
634,CA Category,Analysis of critical tasks and procedures,4,CA Category,Incident,0,1,1,,,,0,DB_SLS1209,25.08.2023,09:39:45,DB_SLS1128,11.03.2025,19:01:48,
635,CA Category,Further Incident Investigations,5,CA Category,Incident,0,1,1,,,,0,DB_SLS1209,25.08.2023,09:39:45,DB_SLS1128,11.03.2025,19:01:48,
636,CA Category,Emergency Preparedness,6,CA Category,Incident,0,1,1,,,,0,DB_SLS1209,25.08.2023,09:39:45,DB_SLS1128,11.03.2025,19:01:48,
637,CA Category,Rules and Work Permits,7,CA Category,Incident,0,1,1,,,,0,DB_SLS1209,25.08.2023,09:39:45,DB_SLS1128,11.03.2025,19:01:48,
638,CA Category,Knowledge and Skill Training,8,CA Category,Incident,0,1,1,,,,0,DB_SLS1209,25.08.2023,09:39:45,DB_SLS1128,11.03.2025,19:01:48,
639,CA Category,Personal Protective Equipment,9,CA Category,Incident,0,1,1,,,,0,DB_SLS1209,25.08.2023,09:39:45,DB_SLS1128,11.03.2025,19:01:48,
640,CA Category,Health and Hygiene Control,10,CA Category,Incident,0,1,1,,,,0,DB_SLS1209,25.08.2023,09:39:45,DB_SLS1128,11.03.2025,19:01:48,
641,CA Category,Engineering Controls,11,CA Category,Incident,0,1,1,,,,0,DB_SLS1209,25.08.2023,09:39:45,DB_SLS1128,11.03.2025,19:01:48,
642,CA Category,"Purchasing Controls(Materials,Equipments,Contractors)",12,CA Category,Incident,0,1,1,,,,0,DB_SLS1209,25.08.2023,09:39:45,DB_SLS1128,11.03.2025,19:01:48,
643,Investigation Team Title,Leader,1,Investigation Team Title,Incident,,,,,,,0,DB_SLS1128,22.09.2023,05:42:16,,,,
644,Investigation Team Title,Member,2,Investigation Team Title,Incident,,,,,,,0,DB_SLS1128,22.09.2023,05:42:36,,,,
645,Investigation Team Title,Safety Member,3,Investigation Team Title,Incident,,,,,,,0,DB_SLS1128,22.09.2023,05:42:54,,,,
646,Investigation Team Title,Operation Member,4,Investigation Team Title,Incident,,,,,,,0,DB_SLS1128,22.09.2023,05:43:09,,,,
647,Investigation Team Title,Maintenance Member,5,Investigation Team Title,Incident,,,,,,,0,DB_SLS1128,22.09.2023,05:43:28,,,,
648,Investigation Team Title,3rd Party Member,6,Investigation Team Title,Incident,,,,,,,0,DB_SLS1128,22.09.2023,05:43:44,,,,
649,Root Cause and Contributing Factors,5 Why’s Analysis,1,Root Cause and Contributing Factors,Incident,0,1,1,,,,0,DB_SLS1128,22.09.2023,05:57:26,DB_SLS1128,24.03.2025,13:15:05,
650,Root Cause and Contributing Factors,Graphical Analysis,2,Root Cause and Contributing Factors,Incident,0,1,1,,,,0,DB_SLS1128,22.09.2023,05:57:43,DB_SLS1128,24.03.2025,13:15:05,
651,Root Cause and Contributing Factors,Root Cause Analysis,3,Root Cause and Contributing Factors,Incident,0,1,1,,,,0,DB_SLS1128,22.09.2023,05:58:06,DB_SLS1128,24.03.2025,13:15:05,
652,FollowUp Privacy Setting,Low,1,FollowUp Privacy Setting,Incident,,,,,,,0,DB_SLS1128,09.10.2023,07:51:03,DB_SLS1128,12.03.2025,10:08:54,
653,FollowUp Privacy Setting,Medium,2,FollowUp Privacy Setting,Incident,,,,,,,0,DB_SLS1128,09.10.2023,07:55:11,DB_SLS1128,12.03.2025,10:08:54,
654,FollowUp Privacy Setting,High,3,FollowUp Privacy Setting,Incident,,,,,,,0,DB_SLS1128,09.10.2023,07:56:16,DB_SLS1128,12.03.2025,10:08:54,
655,CA Status,Open,1,CA Status,Incident,,,,,,,0,DB_SLS1128,09.10.2023,14:23:10,DB_SLS1128,11.03.2025,19:06:10,
656,CA Status,Pending,2,CA Status,Incident,,,,,,,0,DB_SLS1128,09.10.2023,14:23:26,DB_SLS1128,11.03.2025,19:06:10,
657,CA Status,Closed,3,CA Status,Incident,,,,,,,0,DB_SLS1128,09.10.2023,14:24:00,DB_SLS1128,11.03.2025,19:06:10,
658,FollowUp Privacy Setting,Confidential,4,FollowUp Privacy Setting,Incident,,,,,,,0,DB_SLS1128,10.10.2023,12:39:31,DB_SLS1128,12.03.2025,10:08:54,
659,Investigation Status,Open,1,Investigation Status,Incident,,,,,,,1,DB_SLS1128,18.10.2023,08:23:15,,,,
660,Investigation Status,Pre-Investigation In-Progress,2,Investigation Status,Incident,,,,,,,0,DB_SLS1128,18.10.2023,08:23:30,,,,
661,Reasons challenging,Employee's willful and intentional act,1,Reasons challenging,Incident,0,1,1,,,,0,DB_SLS1209,19.10.2023,14:02:52,SLS1116,01.02.2024,08:36:00,
662,Reasons challenging,Modified duties offered,2,Reasons challenging,Incident,0,1,1,,,,0,DB_SLS1209,19.10.2023,14:02:52,SLS1116,01.02.2024,08:36:00,
663,Reasons challenging,No accident occurred,3,Reasons challenging,Incident,0,1,1,,,,0,DB_SLS1209,19.10.2023,14:02:52,SLS1116,01.02.2024,08:36:00,
664,Reasons challenging,No aggravation of condition,4,Reasons challenging,Incident,0,1,1,,,,0,DB_SLS1209,19.10.2023,14:02:52,SLS1116,01.02.2024,08:36:00,
665,Reasons challenging,No change in medical status,5,Reasons challenging,Incident,0,1,1,,,,0,DB_SLS1209,19.10.2023,14:02:52,SLS1116,01.02.2024,08:36:00,
666,Reasons challenging,No continuity in complaints,6,Reasons challenging,Incident,0,1,1,,,,0,DB_SLS1209,19.10.2023,14:02:52,SLS1116,01.02.2024,08:36:00,
667,Reasons challenging,No med info re absense,7,Reasons challenging,Incident,0,1,1,,,,0,DB_SLS1209,19.10.2023,14:02:52,SLS1116,01.02.2024,08:36:00,
668,Reasons challenging,Not arose out of employment,8,Reasons challenging,Incident,0,1,1,,,,0,DB_SLS1209,19.10.2023,14:02:52,SLS1116,01.02.2024,08:36:00,
669,Reasons challenging,Not arose while working,9,Reasons challenging,Incident,0,1,1,,,,0,DB_SLS1209,19.10.2023,14:02:52,SLS1116,01.02.2024,08:36:00,
670,Reasons challenging,Not compatible with origin claim,10,Reasons challenging,Incident,0,1,1,,,,0,DB_SLS1209,19.10.2023,14:02:52,SLS1116,01.02.2024,08:36:00,
671,Reasons challenging,Not medical with oirignal claim,11,Reasons challenging,Incident,0,1,1,,,,0,DB_SLS1209,19.10.2023,14:02:52,SLS1116,01.02.2024,08:36:00,
672,Reasons challenging,Not reported ASAP,12,Reasons challenging,Incident,0,1,1,,,,0,DB_SLS1209,19.10.2023,14:02:52,SLS1116,01.02.2024,08:36:00,
673,Reasons challenging,Other,13,Reasons challenging,Incident,0,1,1,,,,0,DB_SLS1209,19.10.2023,14:02:52,SLS1116,01.02.2024,08:36:00,
674,Resolution Stage,Joint Review Meeting,1,Frequency near miss,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
675,Resolution Stage,Negotiated Resolution,2,Frequency near miss,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
676,Resolution Stage,Conciliation,3,Frequency near miss,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
677,Resolution Stage,WHV Investigation,4,Potential Near Miss,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
678,Negotiated Resolution Efforts,Apology,1,Potential Near Miss,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
679,Negotiated Resolution Efforts,"Facilitated discussion (supported by external resources including EFAP, community elder, etc)",2,Potential Near Miss,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
680,Negotiated Resolution Efforts,"Facilitated discussion (supported by internal resources including TL, HRBP, etc.)",3,Potential Near Miss,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
681,Negotiated Resolution Efforts,Other,4,Potential Near Miss,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
682,Negotiated Resolution Efforts,Safety Plan,5,Potential Near Miss,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
683,Negotiated Resolution Efforts,Training (group),6,Potential Near Miss,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
684,Negotiated Resolution Efforts,Training (individual),7,Potential Near Miss,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
685,Negotiated Resolution Efforts,Workplace Assessment,8,Type Of Occurrence Psychlogical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
686,Resolve Occurence,Customer assurance letter,1,Type Of Occurrence Psychlogical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,SLS1128,12.02.2024,10:46:27,
687,Resolve Occurence,Discussion/Apology,2,Type Of Occurrence Psychlogical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,SLS1128,12.02.2024,10:46:27,
688,Resolve Occurence,Other,3,Type Of Occurrence Psychlogical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,SLS1128,12.02.2024,10:46:27,
689,Resolve Occurence,Safety Plan,4,Type Of Occurrence Psychlogical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,SLS1128,12.02.2024,10:46:27,
690,Resolve Occurence,Suspension of customer service,5,Type Of Occurrence Psychlogical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,SLS1128,12.02.2024,10:46:27,
691,Resolve Occurence,Training,6,Type Of Occurrence Psychlogical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,SLS1128,12.02.2024,10:46:27,
692,Resolve Occurence,Workplace adjustments,7,Type Of Occurrence Psychlogical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,SLS1128,12.02.2024,10:46:27,
693,Principle Party Resolution,Apology,1,Type Of Occurrence Psychlogical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
694,Principle Party Resolution,Facilitated Discussion,2,Type Of Occurrence,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
695,Principle Party Resolution,Open Discussion,3,Type Of Occurrence,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
696,Principle Party Resolution,Other,4,Type Of Occurrence,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
697,Principle Party Resolution,Training,5,Type Of Occurrence Physical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
698,Principle Party Resolution,Workplace Harassment and Violence Assessment,6,Type Of Occurrence Physical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
699,Principle Party Resolution,Workplace design,7,Type Of Occurrence Physical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
700,Principle Party Resolution,safety plan,8,Type Of Occurrence Physical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
701,Party,Principal Party,1,Type Of Occurrence Physical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
702,Party,Responding Party,2,Type Of Occurrence Physical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
703,Method of Delivery,Email,1,Type Of Occurrence Physical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
704,Method of Delivery,Mail,2,Type Of Occurrence Physical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
705,Method of Delivery,Hand Delivered,3,Type Of Occurrence Physical,Incident,0,1,1,,,,0,DB_SLS1209,31.10.2023,10:07:48,,,,
712,Reporting On Behalf,Yes ,1,Are You Reporting On Behalf Of Someone Else?,Incident,0,1,1,,,,0,,,,S0025952742,23.09.2024,07:27:29,
